Rowid,STATENAME,ID,DISTRICT,STARTCONG,ENDCONG,CONGRESS,STATE,YEAR,MONTH,PARTY_OF_1,VICTOR,VICTOR_VOT,MARGIN,MARGIN_PER,TOTAL_VOTE,MARGINPERC
13243,Georgia,13089092009,9,89,92,89,GA,964,11,100,"LANDRUM, PHIL M",59186,20578,0.210406847,97801,0
13244,Idaho,16066089002,2,66,89,89,ID,964,11,200,"HANSEN, GEORGE V",91838,-7816,-0.044444444,175860,0
13245,Tennessee,47083089001,1,83,89,89,TN,964,11,200,"QUILLEN, JAMES H",94535,57283,0.43466351,131787,0
13246,Indiana,18078089001,1,78,89,89,IN,964,11,100,"MADDEN, RAY J",133089,57863,0.276791566,209049,0
13247,Illinois,17088089001,1,88,89,89,IL,964,11,100,"DAWSON, WILLIAM L",150953,124130,0.698238232,177776,0
13248,Indiana,18078089010,10,78,89,89,IN,964,11,200,"HARVEY, RALPH",89303,-1582,-0.008936641,177024,0
13249,Illinois,17088089002,2,88,89,89,IL,964,11,100,"OHARA, BARRATT",107795,55379,0.345662907,160211,0
13250,Illinois,17088089003,3,88,89,89,IL,964,11,100,"MURPHY, WILLIAM T",120711,37307,0.182774416,204115,0
13251,Indiana,18078089011,11,78,89,89,IN,964,11,100,"JACOBS, ANDREW (JR)",149342,2918,0.009865908,295766,0
13252,Illinois,17088089006,6,88,89,89,IL,964,11,100,"RONAN, DANIEL J",89850,71932,0.667470863,107768,0
13253,Louisiana,22063090001,1,63,90,89,LA,964,11,100,"HEBERT, F EDWARD",76455,76455,1,76455,0
13254,Louisiana,22063090002,2,63,90,89,LA,964,11,100,"BOGGS, HALE",77009,14128,0.100993638,139890,0
13255,Louisiana,22063090003,3,63,90,89,LA,964,11,100,"WILLIS, EDWIN E",52532,20726,0.245749247,84338,0
13256,Louisiana,22063090004,4,63,90,89,LA,964,11,100,"WAGGONNER, J D (JR)",44599,44599,1,44599,0
13257,Louisiana,22063090005,5,63,90,89,LA,964,11,100,"PASSMAN, OTTO E",24544,24544,1,24544,0
13258,Louisiana,22063090006,6,63,90,89,LA,964,11,100,"MORRISON, JAMES H",82686,33971,0.258529235,131401,0
13259,Louisiana,22063090007,7,63,90,89,LA,964,11,100,"THOMPSON, T A",38492,38492,1,38492,0
13260,Louisiana,22063090008,8,63,90,89,LA,964,11,100,"LONG, SPEEDY O",33250,5515,0.090432073,60985,0
13261,New York,36088090020,20,88,90,89,NY,964,11,100,"RYAN, WILLIAM F",124128,100719,0.669091416,150531,0
13262,Indiana,18078089002,2,78,89,89,IN,964,11,200,"HALLECK, CHARLES A",88204,-9638,-0.057792169,166770,0
13263,South Carolina,45089089001,1,89,89,89,SC,964,11,100,"RIVERS, L MENDEL",64804,64576,0.99274382,65048,0
13264,South Carolina,45089089002,2,89,89,89,SC,964,11,100,"WATSON, ALBERT W",88682,87527,0.962988635,90891,0
13265,Indiana,18078089003,3,78,89,89,IN,964,11,100,"BRADEMAS, JOHN",121209,42567,0.21299368,199851,0
13266,South Carolina,45089089006,6,89,89,89,SC,964,11,100,"MCMILLAN, JOHN L",49398,22812,0.300217148,75985,0
13267,South Dakota,46073089001,1,73,89,89,SD,964,11,200,"REIFEL, BEN",124791,32734,0.150953663,216848,0
13268,Minnesota,27088092002,2,88,92,89,MN,964,11,200,"NELSEN, ANCHER",97804,-28003,-0.167077354,167605,0
13269,Minnesota,27088092003,3,88,92,89,MN,964,11,200,"MACGREGOR, CLARK",125464,-30782,-0.139825389,220146,0
13270,Minnesota,27088092004,4,88,92,89,MN,964,11,809,"KARTH, JOSEPH E",144801,92580,0.4667907,198333,0
13271,Minnesota,27088092005,5,88,92,89,MN,964,11,809,"FRASER, DONALD M",127963,49196,0.237972234,206730,0
13272,Minnesota,27088092006,6,88,92,89,MN,964,11,809,"OLSON, ALEC G",95848,6620,0.035769089,185076,0
13273,Minnesota,27088092007,7,88,92,89,MN,964,11,200,"LANGEN, ODIN",84304,-2586,-0.015576249,166022,0
13274,Minnesota,27088092008,8,88,92,89,MN,964,11,809,"BLATNIK, JOHN A",124277,69586,0.388818113,178968,0
13275,Tennessee,47083089003,3,83,89,89,TN,964,11,200,"BROCK, WILLIAM E",71005,11978,0.092115787,130032,0
13276,Tennessee,47083089005,5,83,89,89,TN,964,11,100,"FULTON, RICHARD",74597,24387,0.195397694,124807,0
13277,Tennessee,47083089007,7,83,89,89,TN,964,11,331,"HURST, JULIUS",35612,11116,0.167183035,66490,0
13278,Tennessee,47083089009,9,83,89,89,TN,964,11,100,"GRIDER, GEORGE W",108425,10888,0.052725116,206505,0
13279,Indiana,18078089004,4,78,89,89,IN,964,11,200,"ADAIR, E ROSS",89437,-7153,-0.041654777,171721,0
13280,Virginia,51083089001,1,83,89,89,VA,964,11,100,"DOWNING, THOMAS N",72819,53121,0.574175557,92517,0
13281,Virginia,51083089003,3,83,89,89,VA,964,11,100,"SATTERFIELD, DAVID E III",43880,654,0.005138762,127268,0
13282,Indiana,18078089005,5,78,89,89,IN,964,11,100,"ROUSH, J EDWARD",114252,21450,0.103596163,207054,0
13283,West Virginia,54088090001,1,88,90,89,WV,964,11,200,"MOORE, ARCH A (JR)",115799,43085,0.228551877,188513,0
13284,West Virginia,54088090005,5,88,90,89,WV,964,11,100,"KEE, JAMES",77156,44048,0.399477617,110264,0
13285,Indiana,18078089006,6,78,89,89,IN,964,11,200,"ROUDEBUSH, RICHARD L",86168,-13166,-0.082716592,159170,0
13286,Alaska,2086102000,0,86,102,89,AK,964,11,100,"RIVERS, RALPH J",34605,2039,0.030355362,67171,0
13287,Indiana,18078089007,7,78,89,89,IN,964,11,200,"BRAY, WILLIAM G",84427,-12966,-0.0831751,155888,0
13288,Illinois,17088089007,7,88,89,89,IL,964,11,100,"ANNUNZIO, FRANK",106708,89237,0.718615869,124179,0
13289,Indiana,18078089008,8,78,89,89,IN,964,11,100,"DENTON, WINFIELD K",109134,24999,0.129348214,193269,0
13290,Indiana,18078089009,9,78,89,89,IN,964,11,100,"HAMILTON, LEE H",74939,12159,0.088288471,137719,0
13291,Iowa,19088092001,1,88,92,89,IA,964,11,100,"SCHMIDHAUSER, JOHN R",84042,3345,0.020285513,164896,0
13292,Iowa,19088092002,2,88,92,89,IA,964,11,100,"CULVER, JOHN C",97470,8171,0.043748528,186772,0
13293,Iowa,19088092003,3,88,92,89,IA,964,11,200,"GROSS, H R",83455,-419,-0.002516653,166491,0
13294,Iowa,19088092004,4,88,92,89,IA,964,11,100,"BANDSTRA, BERT",73898,0,0,147796,0
13295,Iowa,19088092005,5,88,92,89,IA,964,11,100,"SMITH, NEAL",108212,62052,0.399184288,155447,0
13296,Iowa,19088092006,6,88,92,89,IA,964,11,100,"GREIGG, STANLEY L",86323,10845,0.066796009,162360,0
13297,Iowa,19088092007,7,88,92,89,IA,964,11,100,"HANSEN, JOHN R",78243,10301,0.070463578,146189,0
13298,Kansas,20088089001,1,88,89,89,KS,964,11,200,"DOLE, BOB",113212,-5126,-0.023163336,221298,0
13299,Kansas,20088089002,2,88,89,89,KS,964,11,200,"MIZE, CHESTER L",80806,-3617,-0.02289313,157995,0
13300,Kansas,20088089003,3,88,89,89,KS,964,11,200,"ELLSWORTH, ROBERT F",89588,-35066,-0.243328013,144110,0
13301,Kansas,20088089004,4,88,89,89,KS,964,11,200,"SHRIVER, GARNER",84800,-26743,-0.187201187,142857,0
13302,Kansas,20088089005,5,88,89,89,KS,964,11,200,"SKUBITZ, JOE",83120,-18812,-0.12760127,147428,0
13303,Kentucky,21088089001,1,88,89,89,KY,964,11,100,"STUBBLEFIELD, FRANK",84574,84574,1,84574,0
13304,Montana,30066089002,2,66,89,89,MT,964,11,200,"BATTIN, JAMES F",84241,-12780,-0.082079871,155702,0
13305,Massachusetts,25088090004,4,88,90,89,MA,964,11,100,"DONOHUE, HAROLD D",142339,86305,0.435064248,198373,0
13306,Massachusetts,25088090005,5,88,90,89,MA,964,11,200,"MORSE, F BRADFORD",137735,-63602,-0.300194932,211869,0
13307,Massachusetts,25088090006,6,88,90,89,MA,964,11,200,"BATES, WILLIAM H",141733,-64087,-0.292129146,219379,0
13308,Massachusetts,25088090007,7,88,90,89,MA,964,11,100,"MACDONALD, TORBERT H",139095,97424,0.538950909,180766,0
13309,Massachusetts,25088090008,8,88,90,89,MA,964,11,100,"ONEILL, THOMAS P",122050,122050,0.999893498,122063,0
13310,Massachusetts,25088090009,9,88,90,89,MA,964,11,100,"MCCORMACK, JOHN W",118385,96828,0.656986606,147382,0
13311,Kentucky,21088089002,2,88,89,89,KY,964,11,100,"NATCHER, WILLIAM H",79519,42855,0.36885775,116183,0
13312,Kentucky,21088089003,3,88,89,89,KY,964,11,100,"FARNSLEY, CHARLES P",117892,16724,0.076344381,219060,0
13313,Kentucky,21088089004,4,88,89,89,KY,964,11,100,"CHELF, FRANK",88337,33400,0.233119757,143274,0
13314,Kentucky,21088089005,5,88,89,89,KY,964,11,200,"CARTER, DR TIM LEE",61137,-7221,-0.062762379,115053,0
13315,Kentucky,21088089006,6,88,89,89,KY,964,11,100,"WATTS, JOHN C",93322,54453,0.411926682,132191,0
13316,Kentucky,21088089007,7,88,89,89,KY,964,11,100,"PERKINS, CARL D",100929,57008,0.393565758,144850,0
13317,New Hampshire,33048091001,1,48,91,89,NH,964,11,100,"HUOT, J OLIVA",79097,4158,0.026993164,154039,0
13318,New Hampshire,33048091002,2,48,91,89,NH,964,11,200,"CLEVELAND, JAMES C",62680,-298,-0.002382799,125063,0
13319,Pennsylvania,42088089011,11,88,89,89,PA,964,11,100,"FLOOD, DANIEL J",116875,82818,0.548710678,150932,0
13320,Maine,23088097001,1,88,97,89,ME,964,11,200,"TUPPER, STANLEY R",95398,-203,-0.001065097,190593,0
13321,Pennsylvania,42088089012,12,88,89,89,PA,964,11,200,"WHALLEY, J IRVING",97114,28411,0.171339489,165817,0
13322,Pennsylvania,42088089013,13,88,89,89,PA,964,11,200,"SCHWEIKER, RICHARD S",139817,42968,0.181555441,236666,0
13323,Pennsylvania,42088089014,14,88,89,89,PA,964,11,100,"MOORHEAD, WILLIAM S",117525,78012,0.496771482,157038,0
13324,Pennsylvania,42088089015,15,88,89,89,PA,964,11,100,"MCCORMICK, LEO W",81062,39406,0.321110188,122718,0
13325,Pennsylvania,42088089016,16,88,89,89,PA,964,11,200,"KUNKEL, JOHN C",90331,39822,0.282746379,140840,0
13326,Pennsylvania,42088089017,17,88,89,89,PA,964,11,200,"SCHNEEBELI, HERMAN T",91504,25238,0.159967041,157770,0
13327,Maine,23088097002,2,88,97,89,ME,964,11,100,"HATHAWAY, WILLIAM D",110931,42953,0.240082947,178909,0
13328,Pennsylvania,42088089018,18,88,89,89,PA,964,11,200,"CORBETT, ROBERT J",119938,48317,0.252230383,191559,0
13329,Pennsylvania,42088089019,19,88,89,89,PA,964,11,100,"CRALEY, N NEIMAN (JR)",82498,2689,0.016567369,162307,0
13330,Pennsylvania,42088089001,1,88,89,89,PA,964,11,100,"BARRETT, WILLIAM A.",129471,78690,0.43656,180251,0
13331,Pennsylvania,42088089020,20,88,89,89,PA,964,11,100,"HOLLAND, ELMER J",126846,83255,0.488479614,170437,0
13332,Pennsylvania,42088089021,21,88,89,89,PA,964,11,100,"DENT, JOHN H",97379,46866,0.316893409,147892,0
13333,Pennsylvania,42088089022,22,88,89,89,PA,964,11,200,"SAYLOR, JOHN P",81400,19918,0.139401744,142882,0
13334,Pennsylvania,42088089023,23,88,89,89,PA,964,11,200,"JOHNSON, ALBERT W",76575,13643,0.097794376,139507,0
13335,Pennsylvania,42088089024,24,88,89,89,PA,964,11,100,"VIGORITO, JOSEPH P",92612,2784,0.015259811,182440,0
13336,Pennsylvania,42088089025,25,88,89,89,PA,964,11,100,"CLARK, FRANK M",121140,70069,0.406878771,172211,0
13337,Pennsylvania,42088089026,26,88,89,89,PA,964,11,100,"MORGAN, THOMAS E",109532,58313,0.362753575,160751,0
13338,Pennsylvania,42088089027,27,88,89,89,PA,964,11,200,"FULTON, JAMES G",120395,48876,0.254676574,191914,0
13339,Pennsylvania,42088089002,2,88,89,89,PA,964,11,100,"NIX, ROBERT N C (SR)",125100,94299,0.604864626,155901,0
13340,Pennsylvania,42088089003,3,88,89,89,PA,964,11,100,"BYRNE, JAMES A",111885,68414,0.440369217,155356,0
13341,Pennsylvania,42088089004,4,88,89,89,PA,964,11,100,"TOLL, HERMAN",135681,59780,0.282538212,211582,0
13342,Pennsylvania,42088089005,5,88,89,89,PA,964,11,100,"GREEN, WILLIAM J (3D)",117049,54603,0.30420346,179495,0
13343,Pennsylvania,42088089006,6,88,89,89,PA,964,11,100,"RHODES, GEORGE M",0,0,0,18,0
13344,Pennsylvania,42088089007,7,88,89,89,PA,964,11,200,"WATKINS, G ROBERT",129572,5822,0.022982607,253322,0
13345,Pennsylvania,42088089008,8,88,89,89,PA,964,11,200,"CURTIN, WILLARD S",112472,4802,0.021813193,220142,0
13346,Pennsylvania,42088089009,9,88,89,89,PA,964,11,200,"DAGUE, PAUL B",111545,29722,0.153706922,193368,0
13347,Rhode Island,44089092001,1,89,92,89,RI,964,11,100,"ST GERMAIN, FERNARD J",110056,54000,0.325081872,166112,0
13348,Rhode Island,44089092002,2,89,92,89,RI,964,11,100,"FOGARTY, JOHN E",168374,129773,0.62699843,206975,0
13349,Tennessee,47083089002,2,83,89,89,TN,964,11,200,"DUNCAN, JOHN J",84868,14749,0.093535172,157684,0
13350,Tennessee,47083089004,4,83,89,89,TN,964,11,100,"EVINS, JOE L",85286,85286,1,85286,0
13351,Texas,48088089000,0,88,89,89,TX,964,11,100,"POOL, JOE",1690674,863683,0.341797104,2526888,0
13352,Texas,48088089010,10,88,89,89,TX,964,11,100,"PICKLE, JAKE",80045,54451,0.515444107,105639,0
13353,Texas,48088089011,11,88,89,89,TX,964,11,100,"POAGE, BOB",62175,48081,0.630413405,76269,0
13354,Texas,48088089012,12,88,89,89,TX,964,11,100,"WRIGHT, JIM",107896,58263,0.369855709,157529,0
13355,Texas,48088089013,13,88,89,89,TX,964,11,100,"PURCELL, GRAHAM",67947,45518,0.503651412,90376,0
13356,Texas,48088089014,14,88,89,89,TX,964,11,100,"YOUNG, JOHN",105352,74830,0.550730824,135874,0
13357,Texas,48088089015,15,88,89,89,TX,964,11,100,"DELAGARZA, E KIKA",66897,37346,0.387213835,96448,0
13358,Texas,48088089016,16,88,89,89,TX,964,11,100,"WHITE, RICHARD",70262,14311,0.113387686,126213,0
13359,Texas,48088089017,17,88,89,89,TX,964,11,100,"BURLESON, OMAR",59769,41329,0.528443018,78209,0
13360,Texas,48088089018,18,88,89,89,TX,964,11,100,"ROGERS, WALTER",58701,10647,0.099733034,106755,0
13361,Texas,48088089019,19,88,89,89,TX,964,11,100,"MAHON, GEORGE",87555,62312,0.552421142,112798,0
13362,Texas,48088089001,1,88,89,89,TX,964,11,100,"PATMAN, WRIGHT",52698,34731,0.491488007,70665,0
13363,Texas,48088089020,20,88,89,89,TX,964,11,100,"GONZALEZ, HENRY B",103464,46863,0.29277481,160065,0
13364,Texas,48088089021,21,88,89,89,TX,964,11,100,"FISHER, O C",61785,44490,0.562594841,79080,0
13365,Texas,48088089022,22,88,89,89,TX,964,11,100,"CASEY, BOB",136289,38002,0.162002933,234576,0
13366,Texas,48088089002,2,88,89,89,TX,964,11,100,"BROOKS, JACK",75226,30454,0.253787563,119998,0
13367,Texas,48088089003,3,88,89,89,TX,964,11,100,"BECKWORTH, LINDLEY",53331,16765,0.186491207,89897,0
13368,Texas,48088089004,4,88,89,89,TX,964,11,100,"ROBERTS, RAY",46782,36075,0.62751135,57489,0
13369,Texas,48088089005,5,88,89,89,TX,964,11,100,"CABELL, EARLE",172287,44719,0.149135415,299855,0
13370,Texas,48088089006,6,88,89,89,TX,964,11,100,"TEAGUE, OLIN",55155,43188,0.643425404,67122,0
13371,Texas,48088089007,7,88,89,89,TX,964,11,100,"DOWDY, JOHN",64456,51850,0.67283486,77062,0
13372,Texas,48088089008,8,88,89,89,TX,964,11,100,"THOMAS, ALBERT",103595,72244,0.535354883,134946,0
13373,Texas,48088089009,9,88,89,89,TX,964,11,100,"THOMPSON, CLARK",105631,70939,0.505540788,140323,0
13374,Washington,53087090001,1,87,90,89,WA,964,11,200,"PELLY, THOMAS M",117851,38975,0.198117188,196727,0
13375,Washington,53087090002,2,87,90,89,WA,964,11,100,"MEEDS, LLOYD",88551,15721,0.097415433,161381,0
13376,Washington,53087090003,3,87,90,89,WA,964,11,100,"HANSEN, JULIA BUTLER",102080,58665,0.403209732,145495,0
13377,Washington,53087090004,4,87,90,89,WA,964,11,200,"MAY, CATHERINE",102964,48145,0.305134267,157783,0
13378,Washington,53087090005,5,87,90,89,WA,964,11,100,"FOLEY, THOMAS S",84830,10946,0.068966821,158714,0
13379,Washington,53087090006,6,87,90,89,WA,964,11,100,"HICKS, FLOYD V",79042,6340,0.041780894,151744,0
13380,Washington,53087090007,7,87,90,89,WA,964,11,100,"ADAMS, BROCK",125222,25103,0.111233705,225678,0
13381,Wisconsin,55089092010,10,89,92,89,WI,964,11,200,"OKONSKI, ALVIN E",92198,20215,0.12310681,164207,0
13382,Wisconsin,55089092001,1,89,92,89,WI,964,11,100,"STALBAUM, LYNN E",90450,5333,0.030366355,175622,0
13383,Wisconsin,55089092002,2,89,92,89,WI,964,11,100,"KASTENMEIER, ROBERT W",108148,46283,0.272232123,170013,0
13384,Wisconsin,55089092003,3,89,92,89,WI,964,11,200,"THOMSON, VERNON W",91092,31919,0.212416648,150266,0
13385,Hawaii,15086091000,0,86,91,89,HI,964,11,100,"MATSUNAGA, SPARK M",140224,50799,0.129356642,392705,0
13386,Mississippi,28088089001,1,88,89,89,MS,964,11,100,"ABERNETHY, THOMAS G",60052,60052,1,60052,0
13387,Mississippi,28088089002,2,88,89,89,MS,964,11,100,"WHITTEN, JAMIE L",70218,70218,1,70218,0
13388,Mississippi,28088089003,3,88,89,89,MS,964,11,100,"WILLIAMS, JOHN BELL",84503,84503,1,84503,0
13389,Mississippi,28088089004,4,88,89,89,MS,964,11,200,"WALKER, PRENTISS",35277,-7220,-0.1139988,63334,0
13390,Mississippi,28088089005,5,88,89,89,MS,964,11,100,"COLMER, WILLIAM M",83120,83120,1,83120,0
13391,Montana,30066089001,1,66,89,89,MT,964,11,100,"OLSEN, ARNOLD",64847,9430,0.077993185,120908,0
13392,Nebraska,31088090001,1,88,90,89,NE,964,11,100,"CALLAN, CLAIR A",107683,5570,0.026549601,209796,0
13393,Nebraska,31088090002,2,88,90,89,NE,964,11,200,"CUNNINGHAM, GLENN",81660,-9657,-0.062845317,153663,0
13394,Tennessee,47083089006,6,83,89,89,TN,964,11,100,"ANDERSON, WILLIAM R",66817,48222,0.564581089,85412,0
13395,Nebraska,31088090003,3,88,90,89,NE,964,11,200,"MARTIN, DAVE",104380,-11144,-0.056392195,197616,0
13396,Nevada,32042097000,0,42,97,89,NV,964,11,100,"BARING, WALTER S",82748,34759,0.265869647,130737,0
13397,New Mexico,35078090000,0,78,90,89,NM,964,11,100,"MORRIS, THOMAS G",194407,74058,0.235287016,314756,0
13398,Tennessee,47083089008,8,83,89,89,TN,964,11,100,"EVERETT, ROBERT A",43876,41011,0.877409555,46741,0
13399,North Carolina,37088089001,1,88,89,89,NC,964,11,100,"BONNER, HERBERT C",52567,41459,0.651103259,63675,0
13400,North Carolina,37088089010,10,88,89,89,NC,964,11,100,"WHITENER, BASIL L",78684,23201,0.172926278,134167,0
13401,North Carolina,37088089011,11,88,89,89,NC,964,11,100,"TAYLOR, ROY A",85880,29884,0.210634639,141876,0
13402,Illinois,17088089012,12,88,89,89,IL,964,11,200,"MCCLORY, ROBERT",97003,-28448,-0.171829982,165559,0
13403,Illinois,17088089013,13,88,89,89,IL,964,11,200,"RUMSFELD, DONALD",165129,-44680,-0.156454629,285578,0
13404,Illinois,17088089014,14,88,89,89,IL,964,11,200,"ERLENBORN, JOHN N",145830,-44398,-0.179558525,247262,0
13405,Illinois,17088089015,15,88,89,89,IL,964,11,200,"REID, CHARLOTTE T",103709,-29968,-0.168881375,177450,0
13406,Illinois,17088089016,16,88,89,89,IL,964,11,200,"ANDERSON, JOHN B",93051,-21059,-0.12759705,165043,0
13407,Illinois,17088089017,17,88,89,89,IL,964,11,200,"ARENDS, LESLIE C",96209,-21948,-0.128749927,170470,0
13408,Illinois,17088089018,18,88,89,89,IL,964,11,200,"MICHEL, ROBERT H",91173,-13462,-0.079711518,168884,0
13409,Illinois,17088089019,19,88,89,89,IL,964,11,100,"SCHISLER, GALE",81800,7510,0.048113268,156090,0
13410,North Carolina,37088089002,2,88,89,89,NC,964,11,100,"FOUNTAIN, L H",62406,62406,1,62406,0
13411,North Carolina,37088089003,3,88,89,89,NC,964,11,100,"HENDERSON, DAVID N",63235,32678,0.348409246,93792,0
13412,Maryland,24088089000,0,88,89,89,MD,964,11,100,"SICKLES, CARLTON R",683143,381893,0.3879477,984393,0
13413,Maryland,24088089001,1,88,89,89,MD,964,11,200,"MORTON, ROGERS C B",40762,-4749,-0.061856073,76775,0
13414,Maryland,24088089002,2,88,89,89,MD,964,11,100,"LONG, CLARENCE D",143132,69065,0.317980285,217199,0
13415,Maryland,24088089003,3,88,89,89,MD,964,11,100,"GARMATZ, EDWARD A",56295,56295,1,56295,0
13416,Maryland,24088089004,4,88,89,89,MD,964,11,100,"FALLON, GEORGE H",57229,40857,0.55511474,73601,0
13417,Maryland,24088089005,5,88,89,89,MD,964,11,100,"MACHEN, HERVEY G",131712,47394,0.219386196,216030,0
13418,Maryland,24088089006,6,88,89,89,MD,964,11,200,"MATHIAS, CHARLES MCC (JR)",134521,-22111,-0.089543233,246931,0
13419,Maryland,24088089007,7,88,89,89,MD,964,11,100,"FRIEDEL, SAMUEL N",99654,73948,0.589885131,125360,0
13420,North Carolina,37088089004,4,88,89,89,NC,964,11,100,"COOLEY, HAROLD D",73470,5083,0.035831859,141857,0
13421,Massachusetts,25088090001,1,88,90,89,MA,964,11,200,"CONTE, SILVIO O",139503,-139503,-0.999763502,139536,0
13422,Massachusetts,25088090002,2,88,90,89,MA,964,11,100,"BOLAND, EDWARD P",125894,125894,0.999896749,125907,0
13423,Massachusetts,25088090003,3,88,90,89,MA,964,11,100,"PHILBIN, PHILIP J",177917,177917,0.999780845,177956,0
13424,North Carolina,37088089005,5,88,89,89,NC,964,11,100,"SCOTT, RALPH J",72254,4473,0.031942014,140035,0
13425,North Carolina,37088089006,6,88,89,89,NC,964,11,100,"KORNEGAY, HORACE R",84151,31187,0.227451409,137115,0
13426,North Carolina,37088089007,7,88,89,89,NC,964,11,100,"LENNON, ALTON",71357,71357,1,71357,0
13427,North Carolina,37088089008,8,88,89,89,NC,964,11,200,"JONAS, CHARLES R",85869,-13600,-0.086000835,158138,0
13428,Michigan,26089092017,17,89,92,89,MI,964,11,100,"GRIFFITHS, MARTHA W",136230,85650,0.457920991,187041,0
13429,Minnesota,27088092001,1,88,92,89,MN,964,11,200,"QUIE, ALBERT H",108639,-20850,-0.106145763,196428,0
13430,Ohio,39088089021,21,88,89,89,OH,964,11,100,"VANIK, CHARLES A",113157,100741,0.802250484,125573,0
13431,North Carolina,37088089009,9,88,89,89,NC,964,11,200,"BROYHILL, JAMES T",88195,-16566,-0.103651517,159824,0
13432,Missouri,29088089003,3,88,89,89,MO,964,11,100,"SULLIVAN, LEONOR K",123193,74484,0.433293388,171902,0
13433,Missouri,29088089004,4,88,89,89,MO,964,11,100,"RANDALL, WILLIAM J",109375,47521,0.277528923,171229,0
13434,Missouri,29088089005,5,88,89,89,MO,964,11,100,"BOLLING, RICHARD",91721,48407,0.358477432,135035,0
13435,Missouri,29088089006,6,88,89,89,MO,964,11,100,"HULL, W R (JR)",110532,50176,0.293619213,170888,0
13436,Missouri,29088089007,7,88,89,89,MO,964,11,200,"HALL, DURWARD G",102926,-6806,-0.034193101,199046,0
13437,Missouri,29088089008,8,88,89,89,MO,964,11,100,"ICHORD, RICHARD",117672,54849,0.303880994,180495,0
13438,Missouri,29088089009,9,88,89,89,MO,964,11,100,"HUNGATE, WILLIAM L",112907,44875,0.130071333,345003,0
13439,North Dakota,38088092001,1,88,92,89,ND,964,11,200,"ANDREWS, MARK",69575,-6367,-0.047713613,133442,0
13440,North Dakota,38088092002,2,88,92,89,ND,964,11,100,"REDLIN, ROLLAND",60751,5873,0.050791756,115629,0
13441,New York,36088090018,18,88,90,89,NY,964,11,100,"POWELL, ADAM C",94222,82601,0.741940699,111331,0
13442,New Jersey,34088089014,14,88,89,89,NJ,964,11,100,"DANIELS, DOMINICK V",73635,48567,0.492051913,98703,0
13443,New Jersey,34088089015,15,88,89,89,NJ,964,11,100,"PATTEN, EDWARD J",131393,54707,0.262914566,208079,0
13444,New Jersey,34088089001,1,88,89,89,NJ,964,11,200,"CAHILL, WILLIAM T",150805,-33578,-0.125095466,268419,0
13445,New Jersey,34088089002,2,88,89,89,NJ,964,11,100,"MCGRATH, THOMAS C JR",73264,2267,0.015714573,144261,0
13446,New Jersey,34088089003,3,88,89,89,NJ,964,11,100,"HOWARD, JAMES J",105803,1740,0.008291005,209866,0
13447,New Jersey,34088089004,4,88,89,89,NJ,964,11,100,"THOMPSON, FRANK JR",134747,70300,0.352301486,199545,0
13448,New Jersey,34088089005,5,88,89,89,NJ,964,11,200,"FRELINGHUYSEN, PETER H B",122168,-52167,-0.27146418,192169,0
13449,New Jersey,34088089006,6,88,89,89,NJ,964,11,200,"DWYER, FLORENCE P",140999,-45978,-0.194805525,236020,0
13450,New Jersey,34088089007,7,88,89,89,NJ,964,11,200,"WIDNALL, WILLIAM B",144585,-34257,-0.133853007,255930,0
13451,New Jersey,34088089008,8,88,89,89,NJ,964,11,100,"JOELSON, CHARLES S",112483,58751,0.352644942,166601,0
13452,New Jersey,34088089009,9,88,89,89,NJ,964,11,100,"HELSTOSKI, HENRY",111741,2428,0.010892386,222908,0
13453,New Jersey,34088089010,10,88,89,89,NJ,964,11,100,"RODINO, PETER W JR",92488,61182,0.489757691,124923,0
13454,Oklahoma,40083090001,1,83,90,89,OK,964,11,200,"BELCHER, PAGE",125377,53379,0.270444585,197375,0
13455,Oklahoma,40083090002,2,83,90,89,OK,964,11,100,"EDMONDSON, ED",90466,33623,0.228248104,147309,0
13456,Oklahoma,40083090003,3,83,90,89,OK,964,11,100,"ALBERT, CARL",62952,46246,0.580556881,79658,0
13457,Oklahoma,40083090004,4,83,90,89,OK,964,11,100,"STEED, TOM",98419,98419,1,98419,0
13458,Oklahoma,40083090005,5,83,90,89,OK,964,11,100,"JARMAN, JOHN",130014,76418,0.416197375,183610,0
13459,Colorado,8089092001,1,89,92,89,CO,964,11,100,"ROGERS, BYRON G",138475,73052,0.356210473,205081,0
13460,Oklahoma,40083090006,6,83,90,89,OK,964,11,100,"JOHNSON, JED JR",75879,17838,0.133198925,133920,0
13461,Oregon,41078089001,1,78,89,89,OR,964,11,100,"WHIPPLE, R BLAINE",125473,13361,0.028576256,467556,0
13462,Oregon,41078089002,2,78,89,89,OR,964,11,100,"ULLMAN, AL",70136,37220,0.361166367,103055,0
13463,Oregon,41078089003,3,78,89,89,OR,964,11,100,"GREEN, EDITH",157882,75414,0.313334607,240682,0
13464,Oregon,41078089004,4,78,89,89,OR,964,11,100,"DUNCAN, ROBERT B",125752,57464,0.296131389,194049,0
13465,Pennsylvania,42088089010,10,88,89,89,PA,964,11,200,"MCDADE, JOSEPH M",90903,2821,0.015761097,178985,0
13466,South Carolina,45089089003,3,89,89,89,SC,964,11,100,"DORN, W J BRYAN",65920,65890,0.99883275,65967,0
13467,Wisconsin,55089092004,4,89,92,89,WI,964,11,100,"ZABLOCKI, CLEMENT J",125683,81910,0.483341791,169466,0
